source_pdf,page_number,accident_code,accident_name,basic_fault_ratio,modification_factors,related_cases,raw_text
과실비율인정기준,51,보5,"보5 신호기가 있는 횡단보도에서 적색신호에 교차로를 통과한 차량(직진, 좌회전, 우회전",,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 050
사고 상황
⊙ 보5 신호기가 있는 횡단보도에서 적색신호에 교차로를 통과한 차량(직진, 좌회전, 우회전
규제를 받는 우회전)이 보행자신호등 녹색신호에 횡단보도를 건너고 있던 보행자를 보행자
신호등 녹색(또는 녹색점멸)신호가 여전히 켜져 있는 상황에서 충격한 사고이다.
⊙ 보6 신호기가 있는 횡단보도에서 적색신호에 교차로를 통과한 차량(직진, 좌회전, 우회전
규제를 받는 우회전)이 보행자신호등 적색신호에 횡단보도를 건너고 있던 보행자를 보행자
신호등 적색신호가 여전히 켜져 있는 상황에서 충격한 사고이다.
기본 과실비율 해설
⊙ 보5 도로교통법 제5조에 따라 보행자나 차마 등은 신호기의 신호에 따라야 할 의무가 있고,
동법 제27조 제2항은 교차로에서 좌·우회전하는 차량 등의 보행자 보호의무를 규정하고
있으므로 신호위반을 한 차량의 일방과실로 정하였다.
⊙ 보6 보행자 및 차량이 모"
과실비율인정기준,54,보7,,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 053
보행자 녹색점멸신호 횡단 개시, 적색신호 충격 사고
보7
(보) 녹색점멸에 횡단 개시,적색에 충격
(차) 적색에 교차로 진입
보행자 기본 과실비율 20
야간·기타 시야장애 +5
간선도로 +5
과 정지·후퇴·ㄹ자 보행 +5
실 보행자 급진입 +5
비
주택·상점가·학교 -5
율
집단횡단 -5
조
보·차도 구분 없음 -5
정
예 어린이·노인·장애인 -5
시 어린이·노인·장애인보호구역 -15
차의 현저한 과실 -10
차의 중대한 과실 -20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기가 있는 횡단보도에서 적색신호에 교차로를 통과한 차량(직진, 좌회전, 우회전 규제를
받는 우회전 차량)이 보행자신호등 녹색점멸신호에 횡단보도를 건너고 있던 보행자를
보행자신호등 적색신호로 바뀐 상황에서 충격한 사고이다.
기본 과실비"
과실비율인정기준,57,보8,자동차 교차로 통과 전( ) [보8~보12],,정지·후퇴·ㄹ자 보행:+5,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 056
4) 자동차 교차로 통과 전( ) [보8~보12]
前
보행자 적색신호 횡단 개시, 적색신호 충격 사고
보8
(보) 적색에 횡단 개시, 적색에 충격
(차) 녹색에 직진
보행자 기본 과실비율 70
야간·기타 시야장애 +5
간선도로 +5
과 ① 정지·후퇴·ㄹ자 보행 +5
실 보행자 급진입 +5
비
주택·상점가·학교 -5
율
집단횡단 -5
조 어린이·노인·장애인 -5
정
어린이·노인·장애인보호구역 -15
예
시 차의 현저한 과실 -10
차의 중대한 과실 -20
보·차도 구분 없음 비적용
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
보행자 적색신호 횡단 개시, 녹색신호 충돌 사고
보9
(보) 적색에 횡단 개시, 녹색에 충돌
(차) 적색에 직진
보행자 기본 과실비율 20
주택·상점가·학교 -5
집단횡단 -5
과 어린이·노인·장애인 -5"
과실비율인정기준,58,보8,"보8 신호기가 있는 횡단보도를 통과하여 교차로(단일로를 포함하며, 직선로나 곡선로인지",,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 057
사고 상황
⊙ 보8 신호기가 있는 횡단보도를 통과하여 교차로(단일로를 포함하며, 직선로나 곡선로인지
불문)에 진입하려는 차량이 보행자신호등 적색신호에 횡단보도를 건너고 있던 보행자를
보행자신호등 적색신호가 여전히 켜져 있는 상황에서 충격한 사고이다.
⊙ 보9 신호기가 있는 횡단보도를 통과하여 교차로(단일로를 포함하며, 직선로나 곡선로인지
불문)에 진입하려는 차량이 보행자신호등 적색신호에 횡단보도를 건너고 있던 보행자를
보행자신호등 녹색신호로 바뀐 상황에서 충격한 사고이다.
기본 과실비율 해설
⊙ 보8 보행자가 보행자신호를 위반한 과실이 크나, 도로교통법 제27조 1항에 따라 차량도
보행자를 보호할 의무가 있다는 점을 감안하여 보행자의 기본 과실비율을 70%로 정하였다.
⊙ 보9 보행자가 적색에 횡단을 개시하였으나 녹색신호에 충돌한 경우 차량의 신호위반 과실의
정도가 더 중하므로"
과실비율인정기준,61,보10,,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 060
보행자 녹색신호 횡단 개시, 녹색신호 충격 사고
보10
(보)녹색에 횡단 개시, 녹색에 충격
(차)적색에 직진
보행자 기본 과실비율 0
보행자 급진입 +5
야간·기타 시야장애
과 간선도로
실 정지·후퇴·ㄹ자 보행
비
주택·상점가·학교
율
집단횡단
비적용
조 보·차도 구분 없음
정
어린이· 노인· 장애인
예
시 어린이· 노인· 장애인보호구역
차의 현저한 과실
차의 중대한 과실
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
보행자 녹색(녹색점멸)신호 횡단 개시, 적색신호 충격 사고
보11
(보) 녹색(녹색점멸)에 횡단 개시, 적색에 충격
(차) 녹색에 직진
보행자 기본 (가) 녹색 횡단 10
과실비율 (나) 녹색점멸 횡단 20
야간·기타 시야장애 +5
간선도로 +5
과 정지·후퇴·ㄹ자 보행 +5
실
보행자 급진입 +5
비
율 주택"
과실비율인정기준,62,보10,보10 신호기가 있는 횡단보도를 통과하여 교차로에 진입하려는 차량이 보행자신호등,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 061
사고 상황
⊙ 보10 신호기가 있는 횡단보도를 통과하여 교차로에 진입하려는 차량이 보행자신호등
녹색신호에 횡단보도를 건너고 있던 보행자를 보행자신호등 녹색(또는 녹색점멸)신호가
여전히 켜져 있는 상황에서 충격한 사고이다.
⊙ 보11 신호기가 있는 횡단보도를 통과하여 교차로에 진입하려는 차량이 보행자신호등 녹색
(또는 녹색점멸)신호에 횡단보도를 건너고 있던 보행자를 보행자신호등 적색신호로 바뀐
상황에서 충격한 사고이다.
기본 과실비율 해설
⊙ 보10 보행자가 횡단보도의 녹색신호에 횡단을 개시하여 녹색신호(녹색점멸신호)에 충돌을
당했다면 차량의 신호는 적색이었을 것이므로 신호를 위반한 차량의 일방과실로 정하였다.
⊙ 보11 보행자가 횡단보도의 녹색신호에 횡단을 개시하였으나 미처 횡단을 완료하지 못하고
적색으로 바뀐 상태에서 충격한 경우, 보행자는 서둘러 횡단을 완료하는 것에 주의하"
과실비율인정기준,64,보12,,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 063
보행자 녹색점멸신호 횡단 개시, 녹색점멸신호 충격 사고
보12
(보) 녹색점멸에 횡단개시, 녹색점멸에 충격
(차) 적색에 직진
보행자 기본 과실비율 5
야간·기타 시야장애 +5
간선도로 +5
과 정지·후퇴·ㄹ자 보행 +5
실 보행자 급진입 +5
비
주택·상점가·학교 -5
율
집단횡단 -5
조 보·차도 구분 없음 -5
정
어린이·노인·장애인 -5
예
시 어린이·노인·장애인보호구역 -15
차의 현저한 과실 -10
차의 중대한 과실 -20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기가 있는 횡단보도를 통과하여 교차로에 진입하려는 차량이 보행자신호등 녹색점멸
신호에 횡단보도를 건너고 있던 보행자를 보행자신호등 녹색점멸 신호가 여전히 켜져 있는
상황에서 충격한 사고이다.
기본 과실비율 해설
⊙ 보행자신호가 녹색점"
과실비율인정기준,67,보13,횡단보도 내( ) (신호등 없음) [보13],,야간·기타 시야장애:+15; 간선도로:+15; 보·차도 구분 없음(중앙선이 있음):-5; 보·차도 구분 없음(중앙선이 없음):-15; :-30,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 066
(2) 횡단보도 내( ) (신호등 없음) [보13]
內
보행자 횡단 사고
보13
(보) 횡단보도 횡단
(차) 직진
보행자 기본 과실비율 0
정지·후퇴·ㄹ자 보행 +10
① 야간·기타 시야장애 +15
① 간선도로 +15
과
주택·상점가·학교 -5
실
집단횡단 -5
비
② 보·차도 구분 없음(중앙선이 있음) -5
율
③ 보·차도 구분 없음(중앙선이 없음) -15
어린이·노인·장애인 -5
조
노인·장애인보호구역 -15
정
어린이 보호구역(신호기 미설치 횡단보도
예 ④ -30
(또는 정지선이 설치된 경우))
시
차의 현저한 과실 -10
차의 중대한 과실 -20
보행자 급진입 비적용
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기가 없는 횡단보도에서 횡단보도를 통과하려는 차량이 횡단보도를 건너고 있던 보행
자를 충격"
과실비율인정기준,70,보14,직진(좌회전) 자동차 횡단보도 통과 후( ) [보14~보16],,야간·기타 시야장애:+10; 간선도로:+10; 횡단금지규제 있음:+10,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 069
(3) 횡단보도 부근(신호등 있음)
1) 직진(좌회전) 자동차 횡단보도 통과 후( ) [보14~보16]
後
보행자 녹색(적색)신호 횡단 중 사고(1)
보14
(보) 횡단보도 10m 이내 횡단
(차) 적색에 교차로 진입
보행자 기본 (가) 녹색 횡단 10
과실비율 (나) 적색 횡단 40
① 야간·기타 시야장애 +10
① 간선도로 +10
과 정지·후퇴·ㄹ자 보행 +10
실 ② 횡단금지규제 있음 +10
비 주택·상점가·학교 -5
율
집단횡단 -5
보·차도 구분 없음 -5
조
정 어린이·노인·장애인 -5
예 어린이·노인·장애인보호구역 -15
시 차의 현저한 과실 -10
차의 중대한 과실 -20
보행자 급진입 비적용
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기가 있는 교차로에서 적색신호에 교차로 및 횡단보도를 직"
과실비율인정기준,71,보19,적용되지 않고 보19 기준을 적용한다. 교차로에서 우회전 신호기에 의해 우회전 하,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 070
수정요소(인과관계를 감안한 과실비율 조정) 해설
① 사고가 야간에 발생하였거나 차량에게 기타 시야장애가 있었던 경우 또는 사고 발생지가
간선도로인 경우에는 차량의 주의의무가 경감되므로 보행자의 과실을 10%까지 가산할
수 있다.
② 보·차도의 구분이 있고 표지 등에 의해 횡단금지라는 것을 쉽게 인식할 수 있는 것을 전제로
보행자의 과실을 가산하며, 횡단을 금지하는 안전표지만 있는 경우에는 10% 가산하고
가드레일이나 펜스등의 횡단금지시설이 설치되어 있는 경우에는 20%를 가산할 수 있다.
다만, 횡단금지 규제표지가 있으나 시설물 노후, 가로수, 기타 시설물 등으로 인하여 인식
되기 어려운 경우에는 보행자의 과실을 가산하지 않는다.
활용시 참고 사항
⊙ 차량이 횡단보도를 통과하기 전에 도로를 횡단하던 보행자를 충격한 사고인 경우에는 본
기준이 적용되지 않고 보19 기준을 적용한다"
과실비율인정기준,74,보15,,,횡단금지규제 있음:+10; 차의 현저한 과실:-10; 횡단금지규제 있음:+20; 차의 현저한 과실:-10,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 073
보행자 녹색(적색)신호 횡단 중 사고(2)
보15
(보) 횡단보도 10m 이내 횡단
(차) 황색에 교차로 진입
보행자 기본 (가) 녹색 횡단 10
과실비율 (나) 적색 횡단 50
야간·기타 시야장애 +10
간선도로 +10
과 정지·후퇴·ㄹ자 보행 +10
실 ① 횡단금지규제 있음 +10
비 주택·상점가·학교 -5
율
집단횡단 -5
보·차도 구분 없음 -5
조
어린이·노인·장애인 -5
정
예 어린이·노인·장애인보호구역 -15
시 ② 차의 현저한 과실 -10
차의 중대한 과실 -20
보행자 급진입 비적용
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
보행자 적색신호 횡단 중 사고
보16
(보) 횡단보도 10m 이내 적색 횡단
(차) 녹색에 교차로 진입
보행자 기본 과실비율 50
야간·기타 시야장애 +10
간선도로 +10
과 정지·후"
과실비율인정기준,75,보15,보15 신호기가 있는 교차로에서 황색신호에 교차로 및 횡단보도를 직진 또는 좌회전으로,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 074
사고 상황
⊙ 보15 신호기가 있는 교차로에서 황색신호에 교차로 및 횡단보도를 직진 또는 좌회전으로
통과한 차량이 신호기가 있는 횡단보도 부근을 건너고 있던 보행자를 충격한 사고이다.
⊙ 보16 신호기가 있는 교차로에서 녹색신호에 교차로 및 횡단보도를 직진 또는 좌회전으로
통과한 차량이 보행자신호등 적색신호에 횡단보도 부근을 건너고 있던 보행자를 충격한
사고이다.
기본 과실비율 해설
⊙ 보15 횡단보도를 벗어난 지점에서 보행자를 충격하였더라도 차량이 신호를 위반한 점과
보행자신호가 녹색신호라는 점을 감안하여 보행자의 기본 과실비율을 10%로 정하였다.
하지만 보행자신호가 적색신호인 경우에는 보행자의 신호위반 과실도 중하므로 보행자의
기본 과실비율을 50%로 정한다.
⊙ 보16 차량이 신호를 준수하고 보행자가 보행자신호를 위반하여 횡단보도 부근에서 횡단한
경우에는 보행자의 과실이"
과실비율인정기준,78,보17,우회전 자동차 횡단보도 통과 후( ) [보17~보18],,횡단금지규제 있음:+10; 차의 현저한 과실:-10; 횡단금지규제 있음:+20; 차의 현저한 과실:-10,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 077
2) 우회전 자동차 횡단보도 통과 후( ) [보17~보18]
後
보행자 녹색(적색)신호 횡단 중 사고
보17
(보) 횡단보도 10m 이내 횡단
(차) 우회전(우회전 허용 금지)
보행자 기본 (가) 녹색 횡단 10
과실비율 (나) 적색 횡단 40
보행자 급진입 +5
야간·기타 시야장애 +10
과 간선도로 +10
실 정지·후퇴·ㄹ자 보행 +10
비 ① 횡단금지규제 있음 +10
율
주택·상점가·학교 -5
집단횡단 -5
조
보·차도 구분 없음 -5
정
예 어린이·노인·장애인 -5
시 어린이·노인·장애인보호구역 -15
③ 차의 현저한 과실 -10
차의 중대한 과실 -20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
보행자 적색신호 횡단 중 사고
보18
(보) 횡단보도 10m 이내 적색 횡단
(차) 우회전(우회전 허용)
보행자 기본 과"
과실비율인정기준,79,보17,보17 신호기가 있는 횡단보도 부근에서 우회전차 규제신호기 적색신호에 우회전하여 교차로,,,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 078
사고 상황
⊙ 보17 신호기가 있는 횡단보도 부근에서 우회전차 규제신호기 적색신호에 우회전하여 교차로
및 횡단보도를 통과한 차량이 횡단보도 부근을 건너고 있던 보행자를 충격한 사고이다.
⊙ 보18 신호기가 있는 횡단보도 부근에서 우회전차 규제신호기 녹색신호에 우회전하여
교차로 및 횡단보도를 통과한 차량이 보행자신호등 적색신호에 횡단보도 부근을 건너고
있던 보행자를 충격한 사고이다.
기본 과실비율 해설
⊙ 보17 우회전차량 규제신호기가 적색신호인 경우에는 차량이 신호를 위반한 것이나,
보행자도 횡단보도를 벗어나서 도로를 횡단한 과실이 있으므로 보행자신호가 녹색인
경우는 보행자의 기본 과실비율을 10%로 정하였다. 하지만 보행자신호가 적색인 경우
에는 보행자의 신호위반과 우회전차량의 과실을 고려하여 보행자의 기본 과실비율을
40%로 정한다.
⊙ 보18 우회전차량 규제신호기가 녹색신"
과실비율인정기준,82,보19,자동차 횡단보도 통과 전( ) [보19],,횡단금지규제 있음:+10; 차의 현저한 과실:-10,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 081
3) 자동차 횡단보도 통과 전( ) [보19]
前
보행자 녹색(적색)신호 횡단 중 사고
보19
(보) 횡단보도 10m 이내 횡단
(차) 직진(횡단보도 통과 전)
보행자 기본 (가) 녹색 횡단 20
과실비율 (나) 적색 횡단 50
보행자 급진입 +5
야간·기타 시야장애 +10
과 간선도로 +10
실 정지·후퇴·ㄹ자 보행 +10
비 ① 횡단금지규제 있음 +10
율
주택·상점가·학교 -5
집단횡단 -5
조
정 보·차도 구분 없음 -5
예 어린이·노인·장애인 -5
시 어린이·노인·장애인보호구역 -15
② 차의 현저한 과실 -10
차의 중대한 과실 -20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기가 있는 횡단보도 부근에서 횡단보도를 통과하려는 차량이 횡단보도 부근을 건너고
있던 보행자를 충격한 사고이다.
기본 "
